在籍日数,対象日,ID,入社日,会社,部署,パーソナリティタイプ,4特性,第一因子,新奇_スコア,外交_スコア,順応_スコア,安定_スコア,分析_スコア,指導_スコア,調和_スコア,ライスケール,新奇_強み判定,外交_強み判定,順応_強み判定,安定_強み判定,分析_強み判定,指導_強み判定,調和_強み判定,対象スコア,集まったNPS,NPS平均,HaKaSe NPS,レビュー数,良かった点の数,コメント数,コミュニケーション,主体的な行動,目標達成意識,人脈づくり,周囲へのサポート,自信,情報収集力,継続力,論理的思考,リーダーシップ,創造性,冷静な対応,顧客志向,進行管理,本質を理解する力,コメント
355,2024/03/21,4601234,2023/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第一営業部二課,仲間と歩む探求者,冒険型,調和,22,15,15,12,0,5,27,1,1,0,0,0,0,0,1,6.633,[ 6 10  5  7  6],6.8,6.633,5,20,1,40%,40%,40%,40%,0%,20%,20%,20%,20%,0%,20%,40%,20%,60%,20%,・同期が営業マンになっておりかっこいいです。物事を順序だてて分かりやすく話したり、相手とのコミュニケーションを適切にとっており尊敬できます。
355,2024/03/21,4601236,2023/04/01,Septeni Japan株式会社,Septeni Japan 第三営業本部第一営業部二課,カリスマリーダー,冒険型,外交,22,22,18,16,12,12,21,3,1,1,0,0,0,0,1,8.22,[ 8  7  8  8  8  8 10  9],8.25,8.22,8,42,5,75%,75%,12%,50%,50%,50%,12%,25%,12%,12%,12%,25%,62%,25%,25%,"・隣の課から見てるだけではありますが、周囲のサポートをたくさん受けながら営業として納品しているイメージです。自分とは違う立場の人からたくさん支えられるというのは、誰でもできることではなく、ばんばんの強みだと思いますよ。ハムハムはちょっと苦手だったりするのでシンプルにすごい！
・1Qは三井住友中心にお疲れ様。小野さんからご指摘いただくなど進行管理や改善アクションの妥当性など 広告営業として足りない課題がまだ沢山あると思うので、日下部さんやみっきーを頼りながらその課題の特定と改善に努めてもらえると嬉しいです！BNサポや課の盛り上げも頼むね！
・ざっくりしている抽象的な表現が多いけど、その中で要所を押さえる嗅覚はあると思います。なので、具体にする部分はどこかをしっかり見極めてそれを会話やプレゼン、業務の中で織り交ぜることができれば最短かなと思います。
・いろんなタイプの顧客と接する中でツヨツヨに仕上がってくれました！ 案件ぶん回して活き活きとレビューする伴くん見ていると、こっちも気持ちいいです！ 引き続きよろしくお願いします！
・入社1年おめでとう！ばんばんの明るさで、来年のBNに希望を与えてあげてね！"
355,2024/03/21,4601240,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第一ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部一課,仲間想いの戦略家,戦略型,調和,25,24,24,9,27,21,27,3,0,0,0,0,1,0,1,5.249,[ 2  3  0  7  3 10  8 10],5.375,5.249,8,27,1,25%,25%,12%,50%,12%,50%,12%,12%,25%,12%,25%,12%,12%,25%,25%,・・上長の吉松さんからサポートをもらいつつも主体的に日々行動してくれている。 ・営業から連絡しなくても主体的に連絡をくれてとても助かっています。 ・態勢としては既にとても素敵なので、より細かい知識がついてくると、SEPの中でも上位のコンサルになれると思います！
355,2024/03/21,4601241,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第二ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部二課,チームの支え手,計画型,順応,8,8,24,17,19,4,20,2,0,0,1,0,1,0,1,6.782,[ 5  7 10  6  9  8  6  4],6.875,6.782,8,26,4,38%,62%,12%,0%,0%,12%,12%,25%,38%,12%,0%,38%,0%,62%,12%,"・心配性かな～と思ったりするけどよく管理画面見てたり、事前コミュニケーションでリスクヘッジしたり、そういうの悠成の強みだな～と思ってます。不器用だけどコミット高くて良きです！ 視野を広くもって、本質的な課題の特定や仮説思考などを鍛えていくと、かなり良いコンサルと思う！期待してるよ！
・基本動作は理想に近い水準まで成長してきたなあと思ってます。あとは、自分のできないことを認知してどう動くべきか考える＆人に相談すること、既存案件に囚われない施策やアクションの考案ができると、今よりもっとスムーズに楽しく働けるのかなと思っているので期待してます！
・いつも迅速に対応いただき、助かっております！ これからも密に連携させてください！
・非常に頼りにしてます（やっちゃえ日産）"
355,2024/03/21,4601242,2023/04/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第四営業部二課,チームの名サポーター,協調型,順応,14,12,27,19,8,7,21,1,0,0,1,0,0,0,1,6.876,[6 8 7 6 7 7 7 7],6.875,6.876,8,26,6,62%,62%,0%,25%,38%,0%,25%,38%,0%,0%,0%,12%,38%,12%,12%,"・一緒に案件は進められてないけど、積極的に周りのサポートに入ったり、 新規提案で何度も壁打ちしたり入念な準備をしているのを聞いているので、BNながら頼もしいです！ 4月からは自分がお手本になってると思って、自信をもって後輩ちゃんを迎えていこうね！
・性格がとても真面目で素直なため、業務の吸収が早く、日々成長を感じます。ただ、まだ幅広い業務の経験が少ないため、様々な案件に関わり、自身の営業としてのスキルアップを出来るよう取り組んでいって欲しいです。
・行動力は藤野の強みだね！あとは経験を積んで思考の深さとか先を予測した行動とかをできるようになるといいね！あと認識齟齬ないようにコミュニケーションは丁寧にね！一緒に夏を乗り切ろう！
・藤野のパッションや、食らいつく姿勢は素晴らしかったと思う！案件にはなかなか恵まれていなかったけど、地道な努力が来る日に身を結ぶはずなので引き続き頑張ろう！
・カーブスの引継ぎ大変かと思うけどいとみゆのいいところいっぱい吸収して、自分との違い言語化していこう！下からの突き上げ期待してるよ！
・SBCジョインしながらも新規案件の提案も進めていてがんばっているな～と思います！"
355,2024/03/21,4601243,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第二ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部二課,イノベーションマスター,冒険型,新奇,22,17,7,16,14,9,10,15,1,1,0,0,0,0,0,6.38,[ 6  7 10  6  7  9  3  3],6.375,6.38,8,26,2,50%,25%,25%,12%,12%,25%,25%,38%,12%,0%,38%,25%,12%,12%,12%,"・よく分析見させてもらってますが、特に数値を定性的な事象と紐付けるのが上手な印象！ 発想が豊かで論理展開もできて、貴重な素質です！ 大好きな分析突き詰めて行ってほしいので、もっと色んなデータの見方を覚えたり、数値の動きにより敏感に傾向や意味を見いだせるようになるとGoodです！
・2024年のかほちゃん、めっちゃ良い！！！！！！！！！！"
355,2024/03/21,4601244,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第二ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部一課,チームの名サポーター,協調型,順応,15,8,21,15,15,11,19,15,0,0,1,0,0,0,1,7.819,[ 8  7  8  8  8 10  9  8  7  7  9  7  6],7.846,7.819,13,65,9,54%,69%,31%,8%,15%,0%,54%,38%,38%,0%,8%,54%,23%,69%,38%,"・もうすぐ入社して1年やね！元から出来る子やったけどこの一年でより安定感に磨きがかかった感じがしてます！ あとまりあちゃんに必要なのは自信と主体性かなと思います。そこは俺をちょっと見習えそうなとこもあるかもなんで引き続き4月からも一緒に頑張ってこう！！
・媒体知識、アウトプット等の基本スキルは十分育ったと思います。あとは自信をもってその力を各案件にデリバリーできるか、コミュニケーションを取れるかによって評価は変わると思うので、2年目は対話を大事に取り組んでほしいなと思いました
・連携に対して端的に必要な情報をわかりやすく伝えてくれる力がレベルが高く、連携するたびすごいなと思っています！3月で案件終了になってしまい悲しいですが、またまりあちゃんと働ける機会を楽しみにしてます！
・納品の丁寧さに感心してます。安心して案件を任せられるようになってきていると思ってるので、2年目からは更なる成長を期待してます。周囲を引っ張っていくエース級コンサル目指して頑張ってください
・自分が担当している施策の進捗報告をこまめに行なってくれており頼りになります。アカウント運用から視点をもう1つ上げて、マーケ的な思考経験を積むとより楽しく、かつ評価されるはずです。
・タイトな依頼への対応力や納品クオリティは比較的高いかと思います。 案件ユニーク事項への柔軟な対応力を身に付ければ、更にレベルアップ出来るかと思われます。
・いつもみずほでは安定納品ありがとう！BNとは思えない安定納品でいつも助かってます！これからも別案件で一緒になったときはよろしくね！
・富士フイルムではありがとうございます！ 前のめりかつ丁寧な連携で大変助かります！今後とも引き続きよろしくお願い致します！
・コンサルタントとしての率先した動きに脱帽でした。今後の更なるご活躍に期待しています！"
355,2024/03/21,4601245,2023/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第一営業部二課,策士のリーダー,戦略型,調和,19,23,21,12,24,2,24,4,0,1,0,0,1,0,1,7.339,[7 6 7 8 9 7 9 6],7.375,7.339,8,28,6,38%,75%,12%,0%,25%,12%,62%,25%,12%,25%,0%,25%,0%,25%,12%,"・主体的な姿勢やしっかりとした顧客とのやり取り、BNとは思えない丁寧な社内連携にCRメンバーみんなとっても感心＆本当に助かっています！私もまだまだで、堀篭くんから学ばせてもらえる部分がすごくたくさんあるので一緒に成長できるように頑張ります！^ - ^
・結構既存の案件の中で忙しいと思うけどしっかりとアウトプットを続けている姿はさすが！バブル2はほぼほぼサポートしていない状態でもきちんと納品している姿はめっちゃ頼もしいのでこれからも頼りにしてます！
・課は違いますが、いつもアウトプットなど拝見してます。 継続してアウトプット等をできるのはすごいので(内容もちゃんとしている)、今後も継続してもらえると有難いなと思います！
・アウトプット含め決めたことを最後までやり抜く力がすごいと思う！ 2年目も期待してます～
・すごく愚直に努力をしているのが伝わってくる仕事ぶりでよいなと思います!
・責任感などイイ感じなので、より経験値を増やしていきましょう！"
355,2024/03/21,4601246,2023/04/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第一営業部三課,チームの名サポーター,協調型,調和,14,19,20,14,17,13,21,10,0,1,1,0,0,0,1,8.615,[ 9  8  7  8  9  9  9 10],8.625,8.615,8,66,6,88%,100%,62%,50%,50%,62%,25%,50%,25%,38%,12%,50%,62%,75%,75%,"・成果を出し続けている点、素晴らしいです！ 営業は達成が評価の大部分になるので今後もこだわり続けてください！ 2年目はラストマン精神（責任感）・セルフモチベーションコントロール（メンタル安定化）を意識して課やチームのために持続的に貢献できるプレイヤーになってください！
・主体的に業務に取り組んでおり、顧客からの細かい要望にもへこたれず、毎日愚直にコミュニケーションを取っている点は素晴らしいです。より案件を拡大できるよう、継続して取り組んでいってくれることを期待してます。
・1年目お疲れさま！ 最後半年くらいは自分で案件を回して、立派に成績あげてたね！ 仕事さばきとタスク顧客志向はゆいちゃんの強みだと思うので２年目からもがんばって！
・BNながらも営業としてのラストマンの自覚をちゃんと持っているところがとっても頼もしいなと思いました！ これからのゆいちゃんの活躍を期待しています！
・TBCというヘビーな案件をやっているが、顧客にしっかりくらいつき、 成果を出している。今後非常に期待できる存在。
・案件が円滑に回るよう各所とコミュニケーションをとってくれていて非常に助かってます！"
355,2024/03/21,4601247,2023/04/01,Septeni Japan株式会社,Septeni Japan ｸﾞﾛｰｽﾃｸﾉﾛｼﾞｰ本部第一ﾌﾟﾛﾀﾞｸﾄﾏﾈｼﾞﾒﾝﾄ部二課,仲間と歩む探求者,冒険型,調和,23,19,20,11,20,8,25,7,1,0,0,0,0,0,1,8.263,[ 9  8  7 10 10  9  8  5],8.25,8.263,8,34,6,50%,50%,0%,0%,0%,38%,38%,0%,62%,12%,0%,12%,38%,50%,75%,"・理解力の早さが抜群で、RTの開発体制変更にも柔軟に対応し知識を吸収できていると感じます。 大規模なプロダクトを主体的にディレクションできるように経験を積んで行ってほしいです。
・冷静に対応していて素晴らしいと思います。 その上、しっかりとした考えを持っており、仕事をするうえですごくアドバンテージだと思います。 これからも期待しています！
・論理的思考と自分の考えをはっきり伝えられる自信などとてもBNとは思えないです！ これからもよろしくです。
・自ら考え、積極的に行動している点が素晴らしいと思います！
・CTXをより良いものにするために協力お願いします！
・本質を見る目が鋭いと思います！"
355,2024/03/21,4601248,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｰﾀ事業本部ﾏｰｹﾃｨﾝｸﾞDXｿﾘｭｰｼｮﾝ部一課,気配りオールラウンダー,協調型,順応,20,12,21,18,17,11,17,11,1,0,1,0,0,0,0,6.412,[7 7 6 6 6 6 5 8 7 5 7 7],6.417,6.412,12,32,5,33%,33%,8%,25%,17%,0%,25%,42%,8%,8%,0%,17%,8%,42%,0%,"・入ったばかりかつ仕事うまくいかないと思っている部分があるかもしれないですが、 スキル面については後からついてくるので問題ないと思います。 一番大事だと思う案件に対しての責任感はメインで進行しているソシエにて感じるので、今後も継続してくれたらと思います！
・1Qお疲れ様！バイクでも以前ほど一緒に動く機会がなかったけど、色々な案件で奮闘してる姿を陰ながら応援していました！分からないことが多くて苦しい時期だと思うけど、今の調子で1つ1つ向き合えばすぐに視界が開けると思うので、自信持ってのびのびと頑張ってね！
・いよいよメイン案件が入ってきましたね 日々の修正が大量にある中で食らいついてきてくれてありがとう！ まだまだ道半ばと思うけど市場価値の高いと思うので、引き続き頑張っていきましょう！
・ソシエではいつもありがとう！やりにくいシーンとかあったかもしれないけど、最近はなちゃんに自信がついてきた感じが感じられるよ！引き続きよろしくね！
・あんまり業務は見れてないけどガンガン上司の仕事奪っていっちゃおう！！"
355,2024/03/21,4601250,2023/04/01,Septeni Japan株式会社,Septeni Japan ｻｰﾁｺﾝｻﾙﾃｨﾝｸﾞ部一課,チームの名サポーター,協調型,順応,17,15,30,19,12,4,23,9,0,0,1,0,0,0,1,8.639,[ 8  9  8  8 10  9],8.667,8.639,6,43,2,67%,83%,67%,50%,50%,0%,67%,17%,50%,17%,0%,67%,17%,83%,83%,"・1年目とは思えないくらい頑張ってくれたと思います、数字上だと見えづらいかもだけど。安心して他の課から見守ってます、これからもほどほどに頑張ってね～！
・対応スピードが早く本当に助かっている。判断が難しい場合は上長も交えたうえで意見をだしてもらっており信頼できる。"
355,2024/03/21,4601251,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第一ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部二課,チームの支え手,計画型,調和,15,16,20,14,21,6,24,11,0,0,1,0,1,0,1,7.138,[10  4  6  8  4 10  7  6 10],7.222,7.138,9,49,4,78%,56%,22%,22%,33%,56%,56%,44%,33%,0%,11%,56%,0%,33%,44%,"・まだしっかりと業務面を見れていないけど、TTCX導入に関しては迅速に動いてくれて助かった！また少し前になるけど、アウトプット週間の投稿内容から本質をつかむ能力に長けていると感じました。要領良く動くのが上手だと思うので、時短しつつ成果最大化を期待してます！
・組織異動してまだまだやりづらい部分多いと思う中、 Tikのラーニング爆速で進めてくれてまじで助かってます；； 4月からは本格的にTikの案件増えていくと思うので定量/定性の両軸でまやのバリュー発揮できるようサポートしていくのでよろしくね！！！
・Tik/Metaもいいけど、LINEもたまには運用してね！課は違うけど、活躍期待してます！
・いつも適格な分析助かってます！ これからもよろしくお願いします～"
355,2024/03/21,4601252,2023/04/01,Septeni Japan株式会社,Septeni Japan 第三営業本部第一営業部二課,知識の宝庫,計画型,分析,16,9,10,19,21,16,13,6,0,0,0,1,1,0,0,8.593,[ 8  8  7  8 10  9 10  9],8.625,8.593,8,39,4,50%,38%,25%,0%,12%,25%,38%,25%,38%,0%,25%,100%,38%,50%,25%,"・再春館やかるFX、明治など分析や顧客折衝を主体的に回してくれていたおかげで、 成果での顧客信頼や増額などポジティブな結果が多かった1Qだったなと思います！ また、再春館漢方で痛感した”答えのない問いへの回答”などコミュニケーションが求められる場面が増えると思うので乗り越えていこう
・まだ全然課題感が具体になっていないので、そこを明確に何をまずはやってみるかをコアな部分を決めていく必要があるかなと思いました（まだ全然仕事を一緒にやれてないのもあるけどｗ）それと反転して良い部分、強みの見極めにもなるのでまずはそこをできればと思います
・冷静さ、落ち着き、淡々とした働きは変わらないまま、内なるナイフを鋭く研いでいるのが感じられます！シャープな感じで引き続きよろしくお願いいたします！
・入社1年おめでとう！ 来年はBNも入ってくるので、ぜひ先輩としてサポートしてあげてね。"
355,2024/03/21,4601253,2023/04/01,Septeni Japan株式会社,Septeni Japan ｻｰﾁｺﾝｻﾙﾃｨﾝｸﾞ部三課,プランニングマスター,計画型,分析,11,18,16,14,20,14,19,2,0,1,0,0,1,0,1,8.978,[ 8  8  9 10  8  9  7 10 10 10 10],9,8.978,11,74,5,64%,100%,36%,9%,64%,18%,73%,27%,45%,0%,0%,82%,18%,73%,64%,"・案件にジョインしてくれてまだ数か月なのに案件の理解力が早く驚いてます！ 連携のスピード感だけでなく、運用力もずば抜けていて、諸々安定感あってBNとは思えないくらいです！ 厳しい局面ではありつつもあやちゃんの力がかなりキーになると思っているのでこれからもよろしくお願いし！
・社会人能力は抜群！！あとは論理的思考力とそこから生まれる施策提案だ！資料とかなかなかFBKできずに申し訳ない、4月からはよりあやちゃんのためになるよう意識して動くので、引き続きよろしく！
・いつもDMMでありがとう、、！ なかなかコンディション厳しく細かいオーダーが多くなってしまい申し訳ないんだが、 何とかチャンスに変えていけるように一緒に頑張ってもらえると幸いです、、、！
・本当にいつも細かい調整・情報のキャッチアップ・連携をして頂けて助かりまくりです…！ 全案件あやちゃんにお任せしたいぐらい信頼してます！！ いつもありがとうございます！！！
・DMMでは私が連携できていなかった部分をカバーしてくれて私も見習わなければな…と思ってます！ 目標下がって厳しいけど頑張ろう…！"
355,2024/03/21,4601254,2023/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第四営業部二課,革新のエンジン,戦略型,外交,19,25,7,9,21,17,20,14,0,1,0,0,1,0,0,9.041,[10 10 10  4 10 10  9  7 10],8.889,9.041,9,72,4,44%,78%,44%,33%,33%,78%,56%,33%,78%,22%,33%,67%,67%,56%,78%,"・今後末永くお付き合いしていきたい方の1人。圧倒的コミュニケーション力と本質を捉えようとする力、他の営業にはないものを感じます。今後さらに大きいことをしていく方だと存じますので、 無理をせず、根幹である面白いを追求してぶち上げてください。
・お疲れ様！ これまでは案件での動きが目を見張るなと思って見てたけど、直近では部のSFを改修してくれたりと、組織への還元も進行してくれて頼もしい限りです。  ２年目以降も期待してるので、引き続きよろしくお願いします！
・さらなる活躍のために自分に制限をかけず貪欲に吸収していってほしいし、 吸収したものを試してみるってうのを臆せずやっていきましょう
・BNではない能力値と意識の高さ。ここから如何に実績を残せるかが肝"
355,2024/03/21,4601255,2023/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ﾒﾃﾞｨｱ戦略推進部二課,仲間と歩む探求者,冒険型,順応,25,19,27,13,17,9,25,1,1,0,1,0,0,0,1,7.334,[7 9 7 8 7 6 4 9 8 8],7.3,7.334,10,37,5,100%,10%,10%,80%,50%,10%,20%,20%,0%,20%,0%,20%,10%,20%,0%,"・やまはるBNの一年間おつかれさま！いつもいろんなところで連携をさせていただいて、丁寧なコミュニケーションに助けられてます。さらにこれからも活躍の場を広げてください！
・いつも率先して周囲のために動けています。 2Qからトレーナーも始まると思うので、これからは先輩らしく、自信を持って行動できるようになるとより良いと思います。
・コミュニケーション能力は高い一方その能力がMTG中という枠に入ると少しあやしくなるよねw 事前準備が何よりも大事だと思うので準備を徹底して進めていこう
・まだ仕事として一緒にやってることはあまりないけど、言われたことをちゃんと理解して進めてていいなとおもってるよ!
・いつも明るくて、場の雰囲気を良くしてくれる素敵な人だなと思います！"
355,2024/03/21,4601256,2023/04/01,Septeni Japan株式会社,Septeni Japan ｻｰﾁｺﾝｻﾙﾃｨﾝｸﾞ部一課,チームワークの達人,冒険型,調和,17,16,20,11,17,15,22,2,0,0,1,0,0,0,1,7.418,[ 8  7 10  7  6  7],7.5,7.418,6,29,2,67%,33%,33%,0%,33%,33%,33%,17%,67%,0%,0%,67%,33%,17%,50%,"・約1年間社会人おつかれさま！ 先輩たちと比べて経験が浅い分まだまだ伸びしろがたくさんあると思うので、横断的に学んだうえで、雄大が得意とするところをさらに伸ばす、というところを引き続き意識していこうね！！
・若手ながら頼りにさせていただいてます。 2年目となる4月以降もご活躍のウワサが聞ければと思います。 （すでにいいウワサを聞いていてより一層頼りにしてます）"
355,2024/03/21,4601257,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第一ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部一課,チームの名サポーター,協調型,調和,17,20,24,18,14,12,26,6,0,0,1,0,0,0,1,7.947,[9 9 9 8 8 7 9 5 8 9 6],7.909,7.947,11,59,7,73%,73%,45%,36%,27%,18%,36%,36%,27%,0%,9%,36%,27%,36%,55%,"・課が離れてしまったから大丈夫か心配ではあったけど、むしろ目覚ましい成長を遂げていて、今までの課題であった「自信」もついてきていて、もう何も心配はしていないです。次は新しいBNにどうやって自信をつけていくかを教えられるといいね。
・BNってこと忘れるくらい頼もしいコンサルさんで、提案など能動的に動いてくれるので営業の立場としてとっても助かってました！ 担当してもらってる案件は止まっちゃうのだけど、今後別の案件でも一緒にやれるのを楽しみにしてます＾＾
・ここ数か月の大成長っぷりが見てて伝わります！もともと得意な丁寧さに、スピード、さらに自信をつけて自分らしさを発揮する成長具合は見てていい刺激になりました！大型アカウント運用のアウトプットもさすが！
・GSETでは、効率が厳しい中でPDCAを回してくれてありがとう！ コンサル思考がとてもしっかりしており、コミュニケーションも取りやすく助かっています。引き続きよろしくね！
・半年前と比べて格段に成長できていると思います。自信が行動につながり、成果に結びつくようになってきているので更に磨きをかけてくれればさらにさらに成長できると思います。
・いつもみずほではタイトな依頼の中ビシッと諸々対応してくれて本当に助かってます！謎にSMN熱が高い状態だけど来月からも頑張ろうw
・いよいよ2年目ですね、営業として引き続き頼りにさせていただきます"
355,2024/03/21,4601258,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第一ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部二課,革新的なサイエンティスト,戦略型,分析,26,14,17,13,29,11,14,9,1,0,0,0,1,0,0,7.857,[ 7  7  9  9  8  8  7  6 10  8],7.9,7.857,10,55,4,70%,60%,40%,30%,10%,30%,70%,20%,40%,10%,30%,40%,20%,50%,30%,"・まだちゃんと働きぶりを見れていないけど、TTCX推進においては迅速かつ丁寧に案内してくれてとても助かった！日頃から会話力あるなと思っているけど、文章でもやりたいことと自分の意見がはっきり読み取れたので、コミュニケーション能力が高いなと思っています。引き続き期待してます！
・めちゃコミで積極的に情報収集やCR依頼してくれて助かります！ これからもどんどん注力案件増えていくと思うのでどの案件でも積極的に動いて数字積んでいこう！！
・いつもかるfxの運用をありがとうございます！ 毎回コンサル側から施策の提案をしてもらえており助かっているので今後もよろしくお願いします！
・僕の案件ではすごく助けられました。かなり多くの相談をしていただいており、頼れるコンサルという存在です。"
355,2024/03/21,4601259,2023/04/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第四営業部一課,仲間想いの戦略家,戦略型,調和,13,20,15,17,21,18,23,9,0,0,0,0,1,0,1,7.06,[ 7  7  7  7  7  5 10  7  7],7.111,7.06,9,32,5,78%,78%,11%,33%,44%,22%,0%,33%,0%,0%,0%,11%,22%,22%,0%,"・Gが移動になってから直接同じ案件には関わってないけど、 案件の規模が大きくなったり案件数が増えても引き続き丁寧なコミュニケーションをしてくれていていいね！ まだまだ成長中だと思うので、4月からの後輩のために学びのアウトプットも待ってます！！
・レビューくらいしか見れてないけど、最初に見た定例会と比べるとお客さんとのコミュニケーションがとてもスムーズになったなと思う！これから後輩も入ってくると思うので、先輩としてファイト！
・ここ半年での成長が素晴らしい！ 自分も案件で非常に助けられています！いつもありがとう！ 今のコミットを続ければエースと呼ばれる日も遠くないと思うのでこのペースで頑張ってくれ～！
・1人立ちして頑張っていると聞いてます！どんどん出来るようになっていると思うので、あとはもっと主体的な行動であったり、思考の深さとかを伸ばせればと思います！
・最近の動きいいらしいじゃん！自信つけつついろんなことに挑戦していこう！"
355,2024/03/21,4601260,2023/04/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第一営業部二課,カバーの達人,協調型,安定,14,11,19,20,10,11,19,3,0,0,1,1,0,0,1,7.436,[10  5  8  6  6  9  7  9],7.5,7.436,8,29,7,50%,20%,20%,20%,40%,0%,10%,10%,0%,10%,0%,40%,20%,40%,10%,"・急激に業務増えて忙しくなって大変かと思います。日々遅くまでお疲れ様です。業務を自分で抱え込んで処理しようとしがちなので、人に頼る・ボールを渡すことをより意識しつつ、なるべく自分でボールを持たないようにしていくとより働きやすくなると思うので、その辺りは引き続き一緒にやってこう！
・直接業務で関わりがあるわけではないですが、ハードな案件もくらいついていっていると話をよく聞きます！必ず成長に繋がると思うので、自分の興味ある事や得意分野を伸ばし、苦手分野はとことん向き合ってつぶしていくのを引き続き頑張ってください！
・いつもPMとして頼らせてもらっています！進行管理や社内でのコミュニケーションなど 安心して見ていられるなと。今後はより、主体的な顧客への提案や積極性で 案件をよりリードしてもらえるとよいのかなと思いました。応援してます！
・タスクをさばく力はついてきているのでそのスピードをあげる、精度をあげること、 また物事の全体像や論理性を意識して仕事に取り組んでほしい
・コミュニケーション力が高く、行動にコミットして動き続ければ成長すると思う！応援している （いつもタバコくれる笑）
・コミュニケーション力に長けているかと存じます。 自信を付けてその人柄でセプの営業を牽引して行ってほしいです。
・案件引継ぎをうまくできている。物量が多い分主体的にさばけるとより良いので力を今後も期待しています。"
355,2024/03/21,4601261,2023/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第四営業部二課,分析的なオールラウンダー,計画型,分析,18,14,18,14,21,16,17,4,0,0,0,0,1,0,0,5.559,[2 7 8 8 2],5.4,5.559,5,10,0,20%,0%,0%,20%,80%,0%,0%,60%,0%,0%,20%,0%,0%,0%,0%,
355,2024/03/21,4601262,2023/04/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｰﾀ事業本部ﾃﾞｰﾀﾌﾟﾗﾝﾆﾝｸﾞ部二課,チームの名サポーター,協調型,調和,15,13,18,13,15,12,22,6,0,0,1,0,0,0,1,7.64,[ 7  9  7  5  8  8  9  7 10 10  4],7.636,7.64,11,55,8,55%,64%,18%,18%,36%,9%,64%,27%,18%,0%,45%,36%,36%,45%,27%,"・1Qお疲れ様！異動してきて環境も変わったと思うけど、案件もプロジェクトもすごく一生懸命で、積極的に学ぼうとする姿勢にいつも関心しています。まゆちゃんの明るくて前向きなところは、部にもきっと良い影響を与えてくれると思うから、もっともっと積極的に色々発信して盛り上げていきましょう〜！
・1つ1つのタスク消化スピードが早く、いつもその姿から刺激を受けています！わからない事も多い中、愚直に向き合っているので、似たような業務にすぐ対応できるところとか本当に素晴らしいです！これからもまゆちゃんと働ける事が嬉しいです！引き続きよろしくお願いします！
・迅速な対応と丁寧なコミュニケーションで、1年目とは思えないくらいの活躍をしていると思います。こちらが学ぶことも多々あるので、ぜひ各所で存在感を発揮して新しい風を入れていってください！
・歴代のBNで1番凄いと思ってるわ！村上のトレースはある程度出てきたと思っていて、2年目は真由イズムをどこまで拘って出せるかが重要になりそうだね！引き続き頼りにしてます～！
・案件で一緒に動いている中で、しっかりと村上くんからの教えを実行できているなと思います！ 引き続き頑張っていきましょう〜
・どんなことにも前向きに取り組んでいる姿がとても印象的です。 真由ちゃんは行動力と積極性がピカイチだと思います！
・積極的で良い！！！アウトプットの数だけ成長するので引き続き頑張ってください！！！
・様々な業務に取り組む姿勢が非常に素晴らしいです！継続してください。"
